	Species	Accession_IDs	segment	Genus	Sort	Isolate Sort	Original_Accession_String	Errors
321	Nezavisimistyvirus Ea2809	KP037007		Nezavisimistyvirus	322.0	1.0	KP037007	
322	Taipeivirus 0507KN21	AB797215		Taipeivirus	323.0	1.0	AB797215	
323	Taipeivirus IME250	KX147096		Taipeivirus	324.0	1.0	KX147096	
324	Taipeivirus KpS110	MG770379		Taipeivirus	325.0	1.0	MG770379	
325	Taipeivirus KWBSE436	MK373783		Taipeivirus	326.0	1.0	MK373783	
326	Taipeivirus magnus	MN045230		Taipeivirus	327.0	1.0	MN045230	
327	Taipeivirus may	MG428991		Taipeivirus	328.0	1.0	MG428991	
328	Taipeivirus menlow	MG428990		Taipeivirus	329.0	1.0	MG428990	
329	Taipeivirus UPM2146	MN478483		Taipeivirus	330.0	1.0	MN478483	
330	Tedavirus A829	KY914485		Tedavirus	331.0	1.0	KY914485	
331	Vapseptimavirus VAP7	MK795384		Vapseptimavirus	332.0	1.0	MK795384	
332	Harrekavirus harreka	MT732457		Harrekavirus	333.0	1.0	MT732457	
333	Brussowvirus 20617	HG424323		Brussowvirus	334.0	1.0	HG424323	
334	Brussowvirus ALQ132	FJ226752		Brussowvirus	335.0	1.0	FJ226752	
335	Brussowvirus bv2972	AY699705		Brussowvirus	336.0	1.0	AY699705	
336	Brussowvirus bv858	EF529515		Brussowvirus	337.0	1.0	EF529515	
337	Brussowvirus bvO1205	U88974		Brussowvirus	338.0	1.0	U88974	
338	Brussowvirus CHPC1042	MH937494		Brussowvirus	339.0	1.0	MH937494	
339	Brussowvirus CHPC1109	MH937505		Brussowvirus	340.0	1.0	MH937505	
340	Brussowvirus CHPC1152	MH937507		Brussowvirus	341.0	1.0	MH937507	
341	Brussowvirus CHPC1230	MH937509		Brussowvirus	342.0	1.0	MH937509	
342	Brussowvirus CHPC1246	MH937510		Brussowvirus	343.0	1.0	MH937510	
343	Brussowvirus CHPC1247	MH937511		Brussowvirus	344.0	1.0	MH937511	
344	Brussowvirus CHPC1248	MH937457		Brussowvirus	345.0	1.0	MH937457	
345	Brussowvirus CHPC640	MH937460		Brussowvirus	346.0	1.0	MH937460	
346	Brussowvirus CHPC869	MH937464		Brussowvirus	347.0	1.0	MH937464	
347	Brussowvirus CHPC931	MH937475		Brussowvirus	348.0	1.0	MH937475	
348	Brussowvirus CHPC951	MH937478		Brussowvirus	349.0	1.0	MH937478	
349	Brussowvirus CHPC952	MH937479		Brussowvirus	350.0	1.0	MH937479	
350	Brussowvirus P4761	KY705258		Brussowvirus	351.0	1.0	KY705258	
351	Brussowvirus P7571	KY705268		Brussowvirus	352.0	1.0	KY705268	
352	Brussowvirus P7951	KY705277		Brussowvirus	353.0	1.0	KY705277	
353	Brussowvirus P7952	KY705278		Brussowvirus	354.0	1.0	KY705278	
354	Brussowvirus P7953	KY705279		Brussowvirus	355.0	1.0	KY705279	
355	Brussowvirus P7954	KY705280		Brussowvirus	356.0	1.0	KY705280	
356	Brussowvirus P7955	KY705281		Brussowvirus	357.0	1.0	KY705281	
357	Brussowvirus P9853	KY705286		Brussowvirus	358.0	1.0	KY705286	
358	Brussowvirus Sfi11	AF158600		Brussowvirus	359.0	1.0	AF158600	
359	Brussowvirus SW1151	MH892376		Brussowvirus	360.0	1.0	MH892376	
360	Brussowvirus SW13	MH892362		Brussowvirus	361.0	1.0	MH892362	
361	Brussowvirus SW14	MH892363		Brussowvirus	362.0	1.0	MH892363	
362	Brussowvirus SW15	MH892364		Brussowvirus	363.0	1.0	MH892364	
363	Brussowvirus SW18	MH892366		Brussowvirus	364.0	1.0	MH892366	
364	Brussowvirus TP778L	HG380752		Brussowvirus	365.0	1.0	HG380752	
365	Brussowvirus TPJ34	HE861935		Brussowvirus	366.0	1.0	HE861935	
366	Brussowvirus VS2018a	CP029253		Brussowvirus	367.0	1.0	CP029253	
367	Moineauvirus Abc2	FJ236310		Moineauvirus	368.0	1.0	FJ236310	
368	Moineauvirus B0	MF580766		Moineauvirus	369.0	1.0	MF580766	
369	Moineauvirus CHPC1005	MH937483		Moineauvirus	370.0	1.0	MH937483	
370	Moineauvirus CHPC1027	MH937486		Moineauvirus	371.0	1.0	MH937486	
371	Moineauvirus CHPC1029	MH937487		Moineauvirus	372.0	1.0	MH937487	
372	Moineauvirus CHPC1033	MH937488		Moineauvirus	373.0	1.0	MH937488	
373	Moineauvirus CHPC1036	MH937490		Moineauvirus	374.0	1.0	MH937490	
374	Moineauvirus CHPC1041	MH937493		Moineauvirus	375.0	1.0	MH937493	
375	Moineauvirus CHPC1045	MH937495		Moineauvirus	376.0	1.0	MH937495	
376	Moineauvirus CHPC1046	MH937496		Moineauvirus	377.0	1.0	MH937496	
377	Moineauvirus CHPC1062	MH937499		Moineauvirus	378.0	1.0	MH937499	
378	Moineauvirus CHPC1067	MH937500		Moineauvirus	379.0	1.0	MH937500	
379	Moineauvirus CHPC1091	MH937504		Moineauvirus	380.0	1.0	MH937504	
380	Moineauvirus CHPC1148	MH937506		Moineauvirus	381.0	1.0	MH937506	
381	Moineauvirus CHPC1156	MH937508		Moineauvirus	382.0	1.0	MH937508	
382	Moineauvirus CHPC572	MH937458		Moineauvirus	383.0	1.0	MH937458	
383	Moineauvirus CHPC595	MH937459		Moineauvirus	384.0	1.0	MH937459	
384	Moineauvirus CHPC642	MH937461		Moineauvirus	385.0	1.0	MH937461	
385	Moineauvirus CHPC663	MH937462		Moineauvirus	386.0	1.0	MH937462	
386	Moineauvirus CHPC873	MH937465		Moineauvirus	387.0	1.0	MH937465	
387	Moineauvirus CHPC875	MH937466		Moineauvirus	388.0	1.0	MH937466	
388	Moineauvirus CHPC877	MH937467		Moineauvirus	389.0	1.0	MH937467	
389	Moineauvirus CHPC879	MH937468		Moineauvirus	390.0	1.0	MH937468	
390	Moineauvirus CHPC919	MH937469		Moineauvirus	391.0	1.0	MH937469	
391	Moineauvirus CHPC925	MH937470		Moineauvirus	392.0	1.0	MH937470	
392	Moineauvirus CHPC927	MH937471		Moineauvirus	393.0	1.0	MH937471	
393	Moineauvirus CHPC928	MH937472		Moineauvirus	394.0	1.0	MH937472	
394	Moineauvirus CHPC930	MH937474		Moineauvirus	395.0	1.0	MH937474	
395	Moineauvirus CHPC950	MH937477		Moineauvirus	396.0	1.0	MH937477	
396	Moineauvirus CHPC979	MH937481		Moineauvirus	397.0	1.0	MH937481	
397	Moineauvirus D1024	MH000603		Moineauvirus	398.0	1.0	MH000603	
398	Moineauvirus D1811	MH000604		Moineauvirus	399.0	1.0	MH000604	
399	Moineauvirus D4276	MF161328		Moineauvirus	400.0	1.0	MF161328	
400	Moineauvirus DT1	AF085222		Moineauvirus	401.0	1.0	AF085222	
401	Moineauvirus L5A1	MF580769		Moineauvirus	402.0	1.0	MF580769	
402	Moineauvirus M19	MF580770		Moineauvirus	403.0	1.0	MF580770	
403	Moineauvirus MM25	MF580771		Moineauvirus	404.0	1.0	MF580771	
404	Moineauvirus mv128	KT717085		Moineauvirus	405.0	1.0	KT717085	
405	Moineauvirus mv53	KT717084		Moineauvirus	406.0	1.0	KT717084	
406	Moineauvirus mv7201	AF145054		Moineauvirus	407.0	1.0	AF145054	
407	Moineauvirus mv73	KT717083		Moineauvirus	408.0	1.0	KT717083	
408	Moineauvirus mv7A5	MF580759		Moineauvirus	409.0	1.0	MF580759	
409	Moineauvirus P0091	KY705251		Moineauvirus	410.0	1.0	KY705251	
410	Moineauvirus P3681	KY705256		Moineauvirus	411.0	1.0	KY705256	
411	Moineauvirus P3684	KY705257		Moineauvirus	412.0	1.0	KY705257	
412	Moineauvirus P5641	KY705259		Moineauvirus	413.0	1.0	KY705259	
413	Moineauvirus P5651	KY705260		Moineauvirus	414.0	1.0	KY705260	
414	Moineauvirus P7132	KY705262		Moineauvirus	415.0	1.0	KY705262	
415	Moineauvirus P7133	KY705263		Moineauvirus	416.0	1.0	KY705263	
416	Moineauvirus P7134	KY705264		Moineauvirus	417.0	1.0	KY705264	
417	Moineauvirus P7151	KY705265		Moineauvirus	418.0	1.0	KY705265	
418	Moineauvirus P7152	KY705266		Moineauvirus	419.0	1.0	KY705266	
419	Moineauvirus P7154	KY705267		Moineauvirus	420.0	1.0	KY705267	
420	Moineauvirus P7573	KY705270		Moineauvirus	421.0	1.0	KY705270	
421	Moineauvirus P7574	KY705271		Moineauvirus	422.0	1.0	KY705271	
422	Moineauvirus P7601	KY705272		Moineauvirus	423.0	1.0	KY705272	
423	Moineauvirus P7602	KY705273		Moineauvirus	424.0	1.0	KY705273	
424	Moineauvirus P7631	KY705274		Moineauvirus	425.0	1.0	KY705274	
425	Moineauvirus P7632	KY705275		Moineauvirus	426.0	1.0	KY705275	
426	Moineauvirus P7633	KY705276		Moineauvirus	427.0	1.0	KY705276	
427	Moineauvirus P9851	KY705284		Moineauvirus	428.0	1.0	KY705284	
428	Moineauvirus P9854	KY705287		Moineauvirus	429.0	1.0	KY705287	
429	Moineauvirus P9901	KY705288		Moineauvirus	430.0	1.0	KY705288	
430	Moineauvirus P9902	KY705289		Moineauvirus	431.0	1.0	KY705289	
431	Moineauvirus P9903	KY705290		Moineauvirus	432.0	1.0	KY705290	
432	Moineauvirus Sfi19	AF115102		Moineauvirus	433.0	1.0	AF115102	
433	Moineauvirus Sfi21	AF115103		Moineauvirus	434.0	1.0	AF115103	
434	Moineauvirus STP1	MF580773		Moineauvirus	435.0	1.0	MF580773	
435	Moineauvirus SW1	MH892352		Moineauvirus	436.0	1.0	MH892352	
436	Moineauvirus SW11	MH892360		Moineauvirus	437.0	1.0	MH892360	
437	Moineauvirus SW12	MH892361		Moineauvirus	438.0	1.0	MH892361	
438	Moineauvirus SW2	MH892353		Moineauvirus	439.0	1.0	MH892353	
439	Moineauvirus SW3	MH892354		Moineauvirus	440.0	1.0	MH892354	
440	Moineauvirus SW5	MH973661		Moineauvirus	441.0	1.0	MH973661	
441	Moineauvirus SW6	MH892351		Moineauvirus	442.0	1.0	MH892351	
442	Moineauvirus SW7	MH973662		Moineauvirus	443.0	1.0	MH973662	
443	Moineauvirus SW8	MH892357		Moineauvirus	444.0	1.0	MH892357	
444	Moineauvirus SWK3	MH892379		Moineauvirus	445.0	1.0	MH892379	
445	Moineauvirus SWK6	MH892382		Moineauvirus	446.0	1.0	MH892382	
446	Moineauvirus VA214	MG708274		Moineauvirus	447.0	1.0	MG708274	
447	Moineauvirus VA460	MG708275		Moineauvirus	448.0	1.0	MG708275	
448	Vansinderenvirus 5093	FJ965538		Vansinderenvirus	449.0	1.0	FJ965538	
449	Vansinderenvirus CHPC1198	MK202159		Vansinderenvirus	450.0	1.0	MK202159	
450	Vansinderenvirus CHPC1232	KX879643		Vansinderenvirus	451.0	1.0	KX879643	
451	Vansinderenvirus CHPC1282	MK202161		Vansinderenvirus	452.0	1.0	MK202161	
452	Vansinderenvirus P0092	KY705252		Vansinderenvirus	453.0	1.0	KY705252	
453	Vansinderenvirus P0093	KY705253		Vansinderenvirus	454.0	1.0	KY705253	
454	Vansinderenvirus P0095	KY705255		Vansinderenvirus	455.0	1.0	KY705255	
455	Vansinderenvirus SW19	MH892367		Vansinderenvirus	456.0	1.0	MH892367	
456	Vansinderenvirus SW24	MH973663		Vansinderenvirus	457.0	1.0	MH973663	
457	Vansinderenvirus SW27	MH892373		Vansinderenvirus	458.0	1.0	MH892373	
458	Vansinderenvirus SW4	MH892355		Vansinderenvirus	459.0	1.0	MH892355	
459	Wroclawvirus PA5oct	MK797984		Wroclawvirus	460.0	1.0	MK797984	
460	Cebadecemvirus phi10una	KC821618		Cebadecemvirus	461.0	1.0	KC821618	
461	Cellubavirus phi19una	KC821607		Cellubavirus	462.0	1.0	KC821607	
462	Nekkelsvirus Nekkels	MT732443		Nekkelsvirus	463.0	1.0	MT732443	
463	Daemvirus acibel007	KJ473423		Daemvirus	464.0	1.0	KJ473423	
464	Friunavirus AB1	HQ186308		Friunavirus	465.0	1.0	HQ186308	
465	Friunavirus AB3	KC311669		Friunavirus	466.0	1.0	KC311669	
466	Friunavirus AB6	KT339321		Friunavirus	467.0	1.0	KT339321	
467	Friunavirus AbKT21III	MK278859		Friunavirus	468.0	1.0	MK278859	
468	Friunavirus Abp1	JX658790		Friunavirus	469.0	1.0	JX658790	
469	Friunavirus Aci07	MH800200		Friunavirus	470.0	1.0	MH800200	
470	Friunavirus Aci08	MH763831		Friunavirus	471.0	1.0	MH763831	
471	Friunavirus AS11	KY268296		Friunavirus	472.0	1.0	KY268296	
472	Friunavirus AS12	KY268295		Friunavirus	473.0	1.0	KY268295	
473	Friunavirus B1	MF033347		Friunavirus	474.0	1.0	MF033347	
474	Friunavirus B3	MF033348		Friunavirus	475.0	1.0	MF033348	
475	Friunavirus B5	MF033349		Friunavirus	476.0	1.0	MF033349	
476	Friunavirus D2	MH042230		Friunavirus	477.0	1.0	MH042230	
477	Friunavirus Fri1	KR149290		Friunavirus	478.0	1.0	KR149290	
478	Friunavirus fv15519	KY082667		Friunavirus	479.0	1.0	KY082667	
479	Friunavirus IME200	KT804908		Friunavirus	480.0	1.0	KT804908	
480	Friunavirus P1	MF033350		Friunavirus	481.0	1.0	MF033350	
481	Friunavirus P2	MF033351		Friunavirus	482.0	1.0	MF033351	
482	Friunavirus PD6A3	KT388102		Friunavirus	483.0	1.0	KT388102	
483	Friunavirus PDAB9	KT388103		Friunavirus	484.0	1.0	KT388103	
484	Friunavirus SWHAb1	MG459218		Friunavirus	485.0	1.0	MG459218	
485	Friunavirus SWHAb3	MG599035		Friunavirus	486.0	1.0	MG599035	
486	Friunavirus WCHABP5	KY888680		Friunavirus	487.0	1.0	KY888680	
487	Pettyvirus petty	KF669656		Pettyvirus	488.0	1.0	KF669656	
488	Gutovirus Vc1	KJ502657		Gutovirus	489.0	1.0	KJ502657	
489	Kaohsiungvirus A318	KF322026		Kaohsiungvirus	490.0	1.0	KF322026	
490	Kaohsiungvirus AS51	KF800937		Kaohsiungvirus	491.0	1.0	KF800937	
491	Kaohsiungvirus Vp670	KY290756		Kaohsiungvirus	492.0	1.0	KY290756	
492	Murciavirus CB5A	MF481197		Murciavirus	493.0	1.0	MF481197	
493	Murciavirus CPP1m	KY626176		Murciavirus	494.0	1.0	KY626176	
494	Trungvirus VEN	MG545917		Trungvirus	495.0	1.0	MG545917	
495	Uliginvirus achelous	MH113814		Uliginvirus	496.0	1.0	MH113814	
496	Uliginvirus alpheus	MH113815		Uliginvirus	497.0	1.0	MH113815	
497	Uliginvirus nerthus	MH113813		Uliginvirus	498.0	1.0	MH113813	
498	Uliginvirus njord	MH113812		Uliginvirus	499.0	1.0	MH113812	
499	Uliginvirus uligo	MG018929		Uliginvirus	500.0	1.0	MG018929	
500	Kantovirus C171	KU310944		Kantovirus	501.0	1.0	KU310944	
501	Kotilavirus PP16	KX278418		Kotilavirus	502.0	1.0	KX278418	
502	Kotilavirus PPWS1	LC063634		Kotilavirus	503.0	1.0	LC063634	
503	Kotilavirus PPWS2	LC375533		Kotilavirus	504.0	1.0	LC375533	
504	Phimunavirus CB5	KY953156		Phimunavirus	505.0	1.0	KY953156	
505	Phimunavirus Clickz	MK095193		Phimunavirus	506.0	1.0	MK095193	
506	Phimunavirus fM1	JX290549		Phimunavirus	507.0	1.0	JX290549	
507	Phimunavirus gaspode	MH807811		Phimunavirus	508.0	1.0	MH807811	
508	Phimunavirus khlen	MK095202		Phimunavirus	509.0	1.0	MK095202	
509	Phimunavirus koot	MK095203		Phimunavirus	510.0	1.0	MK095203	
510	Phimunavirus lelidair	MH807814		Phimunavirus	511.0	1.0	MH807814	
511	Phimunavirus nobby	MH807818		Phimunavirus	512.0	1.0	MH807818	
512	Phimunavirus peat1	KR604693		Phimunavirus	513.0	1.0	KR604693	
513	Phimunavirus phoria	MK095209		Phimunavirus	514.0	1.0	MK095209	
514	Phimunavirus PP90	KX278419		Phimunavirus	515.0	1.0	KX278419	
515	Phimunavirus zenivior	MK095210		Phimunavirus	516.0	1.0	MK095210	
516	Stompvirus BF2512	KT240186		Stompvirus	517.0	1.0	KT240186	
517	Kirikabuvirus NV3	MG845683		Kirikabuvirus	518.0	1.0	MG845683	
518	Phikmvvirus 15pyo	LN610580		Phikmvvirus	519.0	1.0	LN610580	
519	Phikmvvirus Ab05	LN610574		Phikmvvirus	520.0	1.0	LN610574	
520	Phikmvvirus ABTNL	KM067278		Phikmvvirus	521.0	1.0	KM067278	
521	Phikmvvirus DL62	KR054031		Phikmvvirus	522.0	1.0	KR054031	
522	Phikmvvirus kF77	FN263372		Phikmvvirus	523.0	1.0	FN263372	
523	Phikmvvirus LKD16	AM265638		Phikmvvirus	524.0	1.0	AM265638	
524	Phikmvvirus LUZ19	AM910651		Phikmvvirus	525.0	1.0	AM910651	
525	Phikmvvirus MPK6	JX997978		Phikmvvirus	526.0	1.0	JX997978	
526	Phikmvvirus MPK7	JX501340		Phikmvvirus	527.0	1.0	JX501340	
527	Phikmvvirus NFS	KU743887		Phikmvvirus	528.0	1.0	KU743887	
528	Phikmvvirus PAXYB1	KY618819		Phikmvvirus	529.0	1.0	KY618819	
529	Phikmvvirus phiKMV	AJ505558		Phikmvvirus	530.0	1.0	AJ505558	
530	Phikmvvirus PT2	EU236438		Phikmvvirus	531.0	1.0	EU236438	
531	Phikmvvirus PT5	EU056923		Phikmvvirus	532.0	1.0	EU056923	
532	Phikmvvirus pv130113	MH107770		Phikmvvirus	533.0	1.0	MH107770	
533	Phikmvvirus RLP	MH979674		Phikmvvirus	534.0	1.0	MH979674	
534	Stubburvirus LKA1	AM265639		Stubburvirus	535.0	1.0	AM265639	
535	Tunggulvirus f2	FN594518		Tunggulvirus	536.0	1.0	FN594518	
536	Aerosvirus AS7	JN651747		Aerosvirus	537.0	1.0	JN651747	
537	Aerosvirus av25AhydR2PP	MH179473		Aerosvirus	538.0	1.0	MH179473	
538	Aerosvirus ZPAH7	MH992513		Aerosvirus	539.0	1.0	MH992513	
539	Aghbyvirus ISAO8	KT184661		Aghbyvirus	540.0	1.0	KT184661	
540	Ahphunavirus Ahp1	KT949345		Ahphunavirus	541.0	1.0	KT949345	
541	Ahphunavirus CF7	MF683623		Ahphunavirus	542.0	1.0	MF683623	
542	Cronosvirus DevCD23823	LN878149		Cronosvirus	543.0	1.0	LN878149	
543	Cronosvirus GAP227	KC107834		Cronosvirus	544.0	1.0	KC107834	
544	Panjvirus Spp16	MG878892		Panjvirus	545.0	1.0	MG878892	
545	Pienvirus R801	HE956707		Pienvirus	546.0	1.0	HE956707	
546	Pokrovskaiavirus fHeYen301	KY318515		Pokrovskaiavirus	547.0	1.0	KY318515	
547	Pokrovskaiavirus pv8018	HE956710		Pokrovskaiavirus	548.0	1.0	HE956710	
548	Wanjuvirus arno160	MK053931		Wanjuvirus	549.0	1.0	MK053931	
549	Wanjuvirus PP2	KX756572		Wanjuvirus	550.0	1.0	KX756572	
550	Acadevirus PM116	KU946962		Acadevirus	551.0	1.0	KU946962	
551	Acadevirus Pm5460	KP890822		Acadevirus	552.0	1.0	KP890822	
552	Acadevirus PM85	KM819695		Acadevirus	553.0	1.0	KM819695	
553	Acadevirus PM93	KM819696		Acadevirus	554.0	1.0	KM819696	
554	Axomammavirus PP1	JQ837901		Axomammavirus	555.0	1.0	JQ837901	
555	Eracentumvirus era103	EF160123		Eracentumvirus	556.0	1.0	EF160123	
556	Eracentumvirus S2	MG736918		Eracentumvirus	557.0	1.0	MG736918	
557	Tuodvirus phD2B	KM370384		Tuodvirus	558.0	1.0	KM370384	
558	Vectrevirus AAPEc6	KX279892		Vectrevirus	559.0	1.0	KX279892	
559	Vectrevirus ACGC91	JN986844		Vectrevirus	560.0	1.0	JN986844	
560	Vectrevirus bee	KY295891		Vectrevirus	561.0	1.0	KY295891	
561	Vectrevirus cee	KY295892		Vectrevirus	562.0	1.0	KY295892	
562	Vectrevirus CrRp3	MG775042		Vectrevirus	563.0	1.0	MG775042	
563	Vectrevirus K15	AY370674		Vectrevirus	564.0	1.0	AY370674	
564	Vectrevirus K1E	AM084415		Vectrevirus	565.0	1.0	AM084415	
565	Vectrevirus kay	KY295897		Vectrevirus	566.0	1.0	KY295897	
566	Vectrevirus LL11	MH729818		Vectrevirus	567.0	1.0	MH729818	
567	Vectrevirus mutPK1A2	MG004687		Vectrevirus	568.0	1.0	MG004687	
568	Vectrevirus VEc3	MG251390		Vectrevirus	569.0	1.0	MG251390	
569	Zindervirus BP12B	KM366097		Zindervirus	570.0	1.0	KM366097	
570	Zindervirus SP6	AY288927		Zindervirus	571.0	1.0	AY288927	
571	Zindervirus UAB78	GU595417		Zindervirus	572.0	1.0	GU595417	
572	Ampunavirus BpAMP1	HG793132		Ampunavirus	573.0	1.0	HG793132	
573	Ampunavirus RSPI1	KY464836		Ampunavirus	574.0	1.0	KY464836	
574	Higashivirus RSB1	AB451219		Higashivirus	575.0	1.0	AB451219	
575	Higashivirus RsoP1IDN	MG652450		Higashivirus	576.0	1.0	MG652450	
576	Mguuvirus JG068	KC853746		Mguuvirus	577.0	1.0	KC853746	
577	Risjevirus RSJ2	AB920995		Risjevirus	578.0	1.0	AB920995	
578	Risjevirus RSJ5	AB983711		Risjevirus	579.0	1.0	AB983711	
579	Sukuvirus RSPII1	KY316062		Sukuvirus	580.0	1.0	KY316062	
580	Bucovirus buco	MK562503		Bucovirus	581.0	1.0	MK562503	
581	Drulisvirus altogao	MF612071		Drulisvirus	582.0	1.0	MF612071	
582	Drulisvirus BO1E	KM576124		Drulisvirus	583.0	1.0	KM576124	
583	Drulisvirus F19	KF765493		Drulisvirus	584.0	1.0	KF765493	
584	Drulisvirus K244	AB716666		Drulisvirus	585.0	1.0	AB716666	
585	Drulisvirus Kp2	KT367886		Drulisvirus	586.0	1.0	KT367886	
586	Drulisvirus KP34	GQ413938		Drulisvirus	587.0	1.0	GQ413938	
587	Drulisvirus KPRio2015	KX856662		Drulisvirus	588.0	1.0	KX856662	
588	Drulisvirus KpS2	KX587949		Drulisvirus	589.0	1.0	KX587949	
589	Drulisvirus KpV41	KT964103		Drulisvirus	590.0	1.0	KT964103	
590	Drulisvirus KpV475	KX211991		Drulisvirus	591.0	1.0	KX211991	
591	Drulisvirus KpV48	KX237514		Drulisvirus	592.0	1.0	KX237514	
592	Drulisvirus KpV71	KU666550		Drulisvirus	593.0	1.0	KU666550	
593	Drulisvirus KpV74	KY385423		Drulisvirus	594.0	1.0	KY385423	
594	Drulisvirus KPV811	KY000081		Drulisvirus	595.0	1.0	KY000081	
595	Drulisvirus minorna	MK598851		Drulisvirus	596.0	1.0	MK598851	
596	Drulisvirus myPSH1235	MG972768		Drulisvirus	597.0	1.0	MG972768	
597	Drulisvirus SFN6B	KY684082		Drulisvirus	598.0	1.0	KY684082	
598	Drulisvirus SU503	KP708985		Drulisvirus	599.0	1.0	KP708985	
599	Drulisvirus SU552A	KP708986		Drulisvirus	600.0	1.0	KP708986	
600	Koutsourovirus KDA1	JQ267518		Koutsourovirus	601.0	1.0	JQ267518	
601	Novosibovirus PM16	KF319020		Novosibovirus	602.0	1.0	KF319020	
602	Novosibovirus PM75	KM819694		Novosibovirus	603.0	1.0	KM819694	
603	Aarhusvirus dagda	MH059632		Aarhusvirus	604.0	1.0	MH059632	
604	Aarhusvirus katbat	MH807813		Aarhusvirus	605.0	1.0	MH807813	
605	Aarhusvirus luksen	MH807815		Aarhusvirus	606.0	1.0	MH807815	
606	Aarhusvirus mysterion	MH807817		Aarhusvirus	607.0	1.0	MH807817	
607	Apdecimavirus AP10	KT852574		Apdecimavirus	608.0	1.0	KT852574	
608	Berlinvirus 285P	GQ468526		Berlinvirus	609.0	1.0	GQ468526	
609	Berlinvirus A7	MK685668		Berlinvirus	610.0	1.0	MK685668	
610	Berlinvirus BA14	EU734171		Berlinvirus	611.0	1.0	EU734171	
611	Berlinvirus berlin	AM183667		Berlinvirus	612.0	1.0	AM183667	
612	Berlinvirus BP12A	KM366096		Berlinvirus	613.0	1.0	KM366096	
613	Berlinvirus BSP161	MG471392		Berlinvirus	614.0	1.0	MG471392	
614	Berlinvirus FE44	KF700371		Berlinvirus	615.0	1.0	KF700371	
615	Berlinvirus Kvp1	FJ194439		Berlinvirus	616.0	1.0	FJ194439	
616	Berlinvirus P483	KP090453		Berlinvirus	617.0	1.0	KP090453	
617	Berlinvirus P694	KP090454		Berlinvirus	618.0	1.0	KP090454	
618	Berlinvirus PP74	KY084243		Berlinvirus	619.0	1.0	KY084243	
619	Berlinvirus PYPS50	MH809534		Berlinvirus	620.0	1.0	MH809534	
620	Berlinvirus RN5i1	OL800603		Berlinvirus	621.0	1.0	OL800603	
621	Berlinvirus S523	MH031343		Berlinvirus	622.0	1.0	MH031343	
622	Berlinvirus Yepe2	EU734170		Berlinvirus	623.0	1.0	EU734170	
623	Berlinvirus Yepf	HQ333270		Berlinvirus	624.0	1.0	HQ333270	
624	Caroctavirus CR8	HG818824		Caroctavirus	625.0	1.0	HG818824	
625	Chatterjeevirus ICP3	HQ641340		Chatterjeevirus	626.0	1.0	HQ641340	
626	Chatterjeevirus N4	FJ409640		Chatterjeevirus	627.0	1.0	FJ409640	
627	Chatterjeevirus VP4	DQ029335		Chatterjeevirus	628.0	1.0	DQ029335	
628	Eapunavirus Eap1	KT321314		Eapunavirus	629.0	1.0	KT321314	
629	Elunavirus L1	HQ728265		Elunavirus	630.0	1.0	HQ728265	
630	Foetvirus SRT7	MH370477		Foetvirus	631.0	1.0	MH370477	
631	Ghunavirus 17A	LN889995		Ghunavirus	632.0	1.0	LN889995	
632	Ghunavirus gh1	AF493143		Ghunavirus	633.0	1.0	AF493143	
633	Ghunavirus henninger	MG775258		Ghunavirus	634.0	1.0	MG775258	
634	Ghunavirus KNP	KY798121		Ghunavirus	635.0	1.0	KY798121	
635	Ghunavirus Pf1ERZ2017	MG250485		Ghunavirus	636.0	1.0	MG250485	
636	Ghunavirus PPPL1	KU064779		Ghunavirus	637.0	1.0	KU064779	
637	Ghunavirus Psa17	KR091952		Ghunavirus	638.0	1.0	KR091952	
638	Ghunavirus PSA2	KJ507099		Ghunavirus	639.0	1.0	KJ507099	
639	Ghunavirus shl2	LN889756		Ghunavirus	640.0	1.0	LN889756	
640	Ghunavirus WRT	KY798120		Ghunavirus	641.0	1.0	KY798120	
641	Helsettvirus fPS53	LT962379		Helsettvirus	642.0	1.0	LT962379	
642	Helsettvirus fPS54ocr	LT962475		Helsettvirus	643.0	1.0	LT962475	
643	Helsettvirus fPS59	LT961845		Helsettvirus	644.0	1.0	LT961845	
644	Helsettvirus fPS9	LT960606		Helsettvirus	645.0	1.0	LT960606	
645	Jarilovirus jarilo	MH059637		Jarilovirus	646.0	1.0	MH059637	
646	Kayfunavirus CR44b	HG818823		Kayfunavirus	647.0	1.0	HG818823	
647	Kayfunavirus Dev2	HG813241		Kayfunavirus	648.0	1.0	HG813241	
648	Kayfunavirus EcoDS1	EU734172		Kayfunavirus	649.0	1.0	EU734172	
649	Kayfunavirus EcpYZU01	MK033136		Kayfunavirus	650.0	1.0	MK033136	
650	Kayfunavirus F	KY295894		Kayfunavirus	651.0	1.0	KY295894	
651	Kayfunavirus GA2A	KT990215		Kayfunavirus	652.0	1.0	KT990215	
652	Kayfunavirus GW1	MH491167		Kayfunavirus	653.0	1.0	MH491167	
653	Kayfunavirus IMM002	MF630921		Kayfunavirus	654.0	1.0	MF630921	
654	Kayfunavirus K1F	AM084414		Kayfunavirus	655.0	1.0	AM084414	
655	Kayfunavirus LM33P1	LT594300		Kayfunavirus	656.0	1.0	LT594300	
656	Kayfunavirus PE31	KJ748011		Kayfunavirus	657.0	1.0	KJ748011	
657	Kayfunavirus Ro45lw	MK301532		Kayfunavirus	658.0	1.0	MK301532	
